Title,Genre,Duration (minutes),IMDb Rating,MetaScore,Certificates,Year,Poster-src,Score
Lion,Biography,118.0,8.0,69.0,PG-13,2016,"https://m.media-amazon.com/images/M/MV5BMjA3NjkzNjg2MF5BMl5BanBnXkFtZTgwMDkyMzgzMDI@._V1_QL75_UY281_CR1,0,190,281_.jpg",7.67
Molly's Game,Biography,140.0,7.4,71.0,R,2017,"https://m.media-amazon.com/images/M/MV5BNTkzMzRlYjEtMTQ5Yi00OWY3LWI0NzYtNGQ4ZDkzZTU0M2IwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.31
12 Years a Slave,Biography,134.0,8.1,96.0,R,2013,"https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",8.549999999999999
A Hidden Life,Biography,174.0,7.4,80.0,PG-13,2019,"https://m.media-amazon.com/images/M/MV5BMDk4OTU0ZjctMjhhYS00YmVlLThlMDAtMjU4YzhlN2IyYzI3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.58
Maestro,Biography,129.0,6.5,77.0,R,2023,"https://m.media-amazon.com/images/M/MV5BOGI2MzQ1NzQtMmVkOC00ZGI0LWI3YjQtN2FjMzQ1NmRhNzFhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.859999999999999
BlacKkKlansman,Biography,135.0,7.5,83.0,R,2018,"https://m.media-amazon.com/images/M/MV5BMjUyOTE1NjI0OF5BMl5BanBnXkFtZTgwMTM4ODQ5NTM@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.74
Remember the Titans,Biography,113.0,7.8,48.0,PG,2000,"https://m.media-amazon.com/images/M/MV5BYThkMzgxNjEtMzFiOC00MTI0LWI5MDItNDVmYjA4NzY5MDQ2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR1,0,190,281_.jpg",6.9
"Girl, Interrupted",Biography,127.0,7.3,51.0,R,1999,"https://m.media-amazon.com/images/M/MV5BNzdjZDYwM2QtMGNlZS00MGQzLTlhMjctYTU4NWI5MWJlYmQwXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",6.639999999999999
Legend,Biography,132.0,6.9,55.0,R,2015,"https://m.media-amazon.com/images/M/MV5BMjE0MjkyODQ3NF5BMl5BanBnXkFtZTgwNDM1OTk1NjE@._V1_QL75_UY281_CR1,0,190,281_.jpg",6.48
Lawrence of Arabia,Adventure,218.0,8.3,100.0,PG,1962,"https://m.media-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UY281_CR3,0,190,281_.jpg",8.81
Downfall,Biography,156.0,8.2,82.0,R,2004,"https://m.media-amazon.com/images/M/MV5BMTU0NTU5NTAyMl5BMl5BanBnXkFtZTYwNzYwMDg2._V1_QL75_UY281_CR1,0,190,281_.jpg",8.2
Rocketman,Biography,121.0,7.3,69.0,R,2019,"https://m.media-amazon.com/images/M/MV5BYmIzNjUxZGQtYjg0OS00MmE0LTgwZDAtMzVmODQ2MGI5MTQ5XkEyXkFqcGdeQXVyMTA3MTA4Mzgw._V1_QL75_UX190_CR0,2,190,281_.jpg",7.18
Erin Brockovich,Biography,131.0,7.4,73.0,R,2000,"https://m.media-amazon.com/images/M/MV5BYTA1NWRkNTktNDMxNS00NjE4LWEzMDAtNzA3YzlhYzRhNDA4L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.369999999999999
Moneyball,Biography,133.0,7.6,87.0,PG-13,2011,"https://m.media-amazon.com/images/M/MV5BMjAxOTU3Mzc1M15BMl5BanBnXkFtZTcwMzk1ODUzNg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.93
Beautiful Boy,Biography,120.0,7.4,62.0,R,2018,"https://m.media-amazon.com/images/M/MV5BNjNhNjVjZDQtMzRhMS00YmI2LTkxZmEtMDdkMWU3OWQ2NjNmXkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.039999999999999
Pain & Gain,Action,129.0,6.4,45.0,R,2013,"https://m.media-amazon.com/images/M/MV5BMTU0NDE5NTU0OV5BMl5BanBnXkFtZTcwMzI1OTMzOQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg",5.829999999999999
Young Woman and the Sea,Biography,129.0,8.0,63.0,PG,2024,"https://m.media-amazon.com/images/M/MV5BZDhlY2E3NmYtODExNS00ZDY1LTliMzUtMGVhZWQ4YjZmYjA2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.489999999999999
American Sniper,Action,133.0,7.3,73.0,R,2014,"https://m.media-amazon.com/images/M/MV5BMTkxNzI3ODI4Nl5BMl5BanBnXkFtZTgwMjkwMjY4MjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.299999999999999
The Sound of Music,Biography,172.0,8.1,63.0,G,1965,"https://m.media-amazon.com/images/M/MV5BYThiZTY5MTAtODgwNS00OGNjLThjYzItOTcxYmYxMGY5MzBjXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.559999999999999
The King,Biography,140.0,7.3,62.0,R,2019,"https://m.media-amazon.com/images/M/MV5BMWZkNzNlMzMtMjM5ZS00MWYzLWFmMmUtMjE1ODM3NjBlODA5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.969999999999999
The Irishman,Biography,209.0,7.8,94.0,R,2019,"https://m.media-amazon.com/images/M/MV5BMGUyM2ZiZmUtMWY0OC00NTQ4LThkOGUtNjY2NjkzMDJiMWMwXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_QL75_UY281_CR1,0,190,281_.jpg",8.28
Hamilton,Biography,160.0,8.3,88.0,PG-13,2020,"https://m.media-amazon.com/images/M/MV5BNjViNWRjYWEtZTI0NC00N2E3LTk0NGQtMjY4NTM3OGNkZjY0XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_QL75_UX190_CR0,0,190,281_.jpg",8.450000000000001
Rush,Action,123.0,8.1,74.0,R,2013,"https://m.media-amazon.com/images/M/MV5BOWEwODJmZDItYTNmZC00OGM4LThlNDktOTQzZjIzMGQxODA4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.889999999999999
American Gangster,Biography,157.0,7.8,76.0,R,2007,"https://m.media-amazon.com/images/M/MV5BMjFmZGI2YTEtYmJhMS00YTE5LWJjNjAtNDI5OGY5ZDhmNTRlXkEyXkFqcGdeQXVyODAwMTU1MTE@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.74
Into the Wild,Adventure,148.0,8.1,73.0,R,2007,"https://m.media-amazon.com/images/M/MV5BNjQ0ODlhMWUtNmUwMS00YjExLWI4MjQtNjVmMmE2Y2E0MGRmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY281_CR0,0,190,281_.jpg",7.859999999999999
The Social Network,Biography,120.0,7.8,95.0,PG-13,2010,"https://m.media-amazon.com/images/M/MV5BOGUyZDUxZjEtMmIzMC00MzlmLTg4MGItZWJmMzBhZjE0Mjc1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg",8.31
Cabrini,Biography,142.0,7.5,51.0,PG-13,2024,"https://m.media-amazon.com/images/M/MV5BYzhkYjdlYzAtZGEwNy00NmUzLTg3NzEtOTFmNjJmZWJiMTU3XkEyXkFqcGdeQXVyNzc0MTgzMzU@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.779999999999999
The Beach Boys,Documentary,113.0,7.1,63.0,PG-13,2024,"https://m.media-amazon.com/images/M/MV5BMDRiYmQ3OGQtNDQ4YS00ZmRiLThiNWYtNTBkNWM3ZjYwZTE5XkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_QL75_UX190_CR0,1,190,281_.jpg",6.859999999999999
BlackBerry,Biography,120.0,7.4,78.0,R,2023,"https://m.media-amazon.com/images/M/MV5BMDNhZWU4NTQtYjk1NS00MTM1LTg3ODYtMzE0MjQ2YTI5MGM4XkEyXkFqcGdeQXVyMDc5ODIzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.52
Bohemian Rhapsody,Biography,134.0,7.9,49.0,PG-13,2018,"https://m.media-amazon.com/images/M/MV5BMTA2NDc3Njg5NDVeQTJeQWpwZ15BbWU4MDc1NDcxNTUz._V1_QL75_UX190_CR0,0,190,281_.jpg",7.0
City of Lies,Biography,112.0,6.5,44.0,R,2018,"https://m.media-amazon.com/images/M/MV5BY2YyNTJjYmMtOGQxZC00N2UxLWEzNjMtOGU3ZjA2MGU1NjA5XkEyXkFqcGdeQXVyMTE1Nzg4NjY0._V1_QL75_UX190_CR0,0,190,281_.jpg",5.87
Catch Me If You Can,Biography,141.0,8.1,75.0,PG-13,2002,"https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_QL75_UX190_CR0,0,190,281_.jpg",7.919999999999999
A Beautiful Mind,Biography,135.0,8.2,72.0,PG-13,2001,"https://m.media-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.8999999999999995
The Promised Land,Action,127.0,7.7,77.0,R,2023,"https://m.media-amazon.com/images/M/MV5BOTc3YmU2ZWQtZmVkMC00ZTBhLTg5YmYtYWQxMmY5MjUxMzdmXkEyXkFqcGdeQXVyMTA2MDU0NjM5._V1_QL75_UY281_CR4,0,190,281_.jpg",7.699999999999999
The Pianist,Biography,150.0,8.5,85.0,R,2002,"https://m.media-amazon.com/images/M/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY281_CR7,0,190,281_.jpg",8.5
The Favourite,Biography,119.0,7.5,91.0,R,2018,"https://m.media-amazon.com/images/M/MV5BMTg1NzQwMDQxNV5BMl5BanBnXkFtZTgwNDg2NDYyNjM@._V1_QL75_UX190_CR0,1,190,281_.jpg",7.98
Priscilla,Biography,113.0,6.5,79.0,R,2023,"https://m.media-amazon.com/images/M/MV5BOTQyZTBiMjAtZTNjZi00ZjU0LWFkMTQtMDE3Nzc1MjVmMTM4XkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_QL75_UY281_CR0,0,190,281_.jpg",6.92
Elvis,Biography,159.0,7.3,64.0,PG-13,2022,"https://m.media-amazon.com/images/M/MV5BYzMzNTJjYmMtZTkxNS00MjI4LWI3YmQtOTQ4MDZjZDJlZjQyXkEyXkFqcGdeQXVyNjc0NzQzNTM@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.029999999999999
The Greatest Showman,Biography,105.0,7.5,48.0,PG,2017,"https://m.media-amazon.com/images/M/MV5BMjI1NDYzNzY2Ml5BMl5BanBnXkFtZTgwODQwODczNTM@._V1_QL75_UY281_CR1,0,190,281_.jpg",6.6899999999999995
Society of the Snow,Adventure,144.0,7.8,72.0,R,2023,"https://m.media-amazon.com/images/M/MV5BYmI4MTllYTItMjllYi00ZTY2LWE0NmQtNjBmZWQ2ZmE4NjQ2XkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UX190_CR0,0,190,281_.jpg",7.62
Hidden Figures,Biography,127.0,7.8,74.0,PG,2016,"https://m.media-amazon.com/images/M/MV5BMzg2Mzg4YmUtNDdkNy00NWY1LWE3NmEtZWMwNGNlMzE5YzU3XkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.68
War Dogs,Biography,114.0,7.1,57.0,R,2016,"https://m.media-amazon.com/images/M/MV5BMjEyNzQ0NzM4MV5BMl5BanBnXkFtZTgwMDI0ODM2OTE@._V1_QL75_UY281_CR0,0,190,281_.jpg",6.68
Sound of Freedom,Biography,131.0,7.6,36.0,PG-13,2023,"https://m.media-amazon.com/images/M/MV5BNTAwNWQ1ZjQtZDFmMC00YjNlLWFlNjItMjJlYzZkMjJlNzkyXkEyXkFqcGdeQXVyNzc0MTgzMzU@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.3999999999999995
The Imitation Game,Biography,114.0,8.0,71.0,PG-13,2014,"https://m.media-amazon.com/images/M/MV5BNjI3NjY1Mjg3MV5BMl5BanBnXkFtZTgwMzk5MDQ3MjE@._V1_QL75_UY281_CR1,0,190,281_.jpg",7.7299999999999995
Dumb Money,Biography,105.0,6.9,66.0,R,2023,"https://m.media-amazon.com/images/M/MV5BNGFmZGY4MGMtNzIzZi00ODg1LWJhOWUtOTA3NzlhMDZmOWI5XkEyXkFqcGdeQXVyMTAxNzQ1NzI@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.81
The Big Short,Biography,130.0,7.8,81.0,R,2015,"https://m.media-amazon.com/images/M/MV5BNDc4MThhN2EtZjMzNC00ZDJmLThiZTgtNThlY2UxZWMzNjdkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX190_CR0,8,190,281_.jpg",7.89
Green Book,Biography,130.0,8.2,69.0,PG-13,2018,"https://m.media-amazon.com/images/M/MV5BYzIzYmJlYTYtNGNiYy00N2EwLTk4ZjItMGYyZTJiOTVkM2RlXkEyXkFqcGdeQXVyODY1NDk1NjE@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.809999999999999
Amadeus,Biography,160.0,8.4,87.0,PG,1984,"https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,7,190,281_.jpg",8.49
The Boys in the Boat,Biography,123.0,6.9,54.0,PG-13,2023,"https://m.media-amazon.com/images/M/MV5BNGU1Nzc4YWMtZmZiYi00NzFkLTk2MDUtOGRlNGU1Njk0ZTdkXkEyXkFqcGdeQXVyMTY3ODkyNDkz._V1_QL75_UX190_CR0,2,190,281_.jpg",6.45
Hacksaw Ridge,Biography,139.0,8.1,71.0,R,2016,"https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_QL75_UX190_CR0,6,190,281_.jpg",7.799999999999999
Bob Marley: One Love,Biography,107.0,6.3,43.0,PG-13,2024,"https://m.media-amazon.com/images/M/MV5BY2U4M2NmY2ItMjAyNC00NzM1LTg3ZTEtNzVlYjEzNTE5NDI5XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.699999999999999
One Life,Biography,109.0,7.5,69.0,PG,2023,"https://m.media-amazon.com/images/M/MV5BNGU1OTFhMmItNDcyMS00ODEyLWE4NmQtMjFhZjExNmU1OTQ4XkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_QL75_UX190_CR0,0,190,281_.jpg",7.32
Tombstone,Biography,130.0,7.8,50.0,R,1993,"https://m.media-amazon.com/images/M/MV5BODRkYzA4MGItODE2MC00ZjkwLWI2NDEtYzU1NzFiZGU1YzA0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.96
Braveheart,Biography,178.0,8.3,68.0,R,1995,"https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY281_CR0,0,190,281_.jpg",7.8500000000000005
Ford v Ferrari,Action,152.0,8.1,81.0,PG-13,2019,"https://m.media-amazon.com/images/M/MV5BM2UwMDVmMDItM2I2Yi00NGZmLTk4ZTUtY2JjNTQ3OGQ5ZjM2XkEyXkFqcGdeQXVyMTA1OTYzOTUx._V1_QL75_UY281_CR0,0,190,281_.jpg",8.099999999999998
Schindler's List,Biography,195.0,9.0,95.0,R,1993,"https://m.media-amazon.com/images/M/MV5BNDE4OTMxMTctNmRhYy00NWE2LTg3YzItYTk3M2UwOTU5Njg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,2,190,281_.jpg",9.15
Sight,Biography,103.0,7.2,42.0,PG-13,2023,"https://m.media-amazon.com/images/M/MV5BZDJjMGMzZmUtMjVmMS00ZDAyLWE0ZDItMDFhOGU0NGM3ZmJhXkEyXkFqcGdeQXVyMTI1NTc0MTA0._V1_QL75_UX190_CR0,0,190,281_.jpg",6.3
Dark Waters,Biography,126.0,7.6,73.0,PG-13,2019,"https://m.media-amazon.com/images/M/MV5BODQ0M2Y5M2QtZGIwMC00MzJjLThlMzYtNmE3ZTMzZTYzOGEwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.51
Ferrari,Biography,130.0,6.4,73.0,R,2023,"https://m.media-amazon.com/images/M/MV5BNTM0YTBlMjctZjJjZS00MDU4LTg5YmQtMDY5Y2FhMWZiMjQ2XkEyXkFqcGdeQXVyNzU0NzQxNTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.67
Back to Black,Biography,122.0,6.5,44.0,R,2024,"https://m.media-amazon.com/images/M/MV5BYjQ5OTI3MWYtN2NkZC00MzE3LWE1NGItZjI0ZjFiZTIzOWFkXkEyXkFqcGdeQXVyMTA2MDU0NjM5._V1_QL75_UX190_CR0,0,190,281_.jpg",5.87
Oppenheimer,Biography,180.0,8.3,90.0,R,2023,"https://m.media-amazon.com/images/M/MV5BMDBmYTZjNjUtN2M1MS00MTQ2LTk2ODgtNzc2M2QyZGE5NTVjXkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_QL75_UX190_CR0,0,190,281_.jpg",8.51
The Iron Claw,Biography,132.0,7.6,73.0,R,2023,"https://m.media-amazon.com/images/M/MV5BOGE5NjllZTEtMGJjNy00ZTFmLThlNDItNmNiZTgyOTQ4OTA2XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX190_CR0,0,190,281_.jpg",7.51
The Room,Drama,100.0,6.0,66.0,Not Rated,2019,"https://m.media-amazon.com/images/M/MV5BNTExNTU3ZTMtMmMxNi00MjkyLTg1MWUtOGNmZGM2ZmU0YWFlXkEyXkFqcGdeQXVyMzA4MDA0Mjc@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.179999999999999
Horse Girl,Drama,103.0,6.0,61.0,R,2020,"https://m.media-amazon.com/images/M/MV5BMjkxYjU5Y2ItOGE5Yi00ZTg2LTgzNmUtZjI3NTNlOWRhNzllXkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.029999999999999
The Lego Ninjago Movie,Animation,101.0,6.0,55.0,PG,2017,"https://m.media-amazon.com/images/M/MV5BNDI3MDljMTQtYzBiYS00NDk2LTlhYzUtYmM0NWIyMmZkMDZkXkEyXkFqcGdeQXVyNjk5NDA3OTk@._V1_QL75_UY281_CR4,0,190,281_.jpg",5.85
Vesper,Adventure,114.0,6.0,70.0,Not Rated,2022,"https://m.media-amazon.com/images/M/MV5BYTFhM2FkNDUtYzU1Mi00ZTUxLWE1MTMtYjMwOWU4YTZhZDVhXkEyXkFqcGdeQXVyMjQ1MzM3MDM@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.299999999999999
The Last Song,Drama,107.0,6.0,33.0,PG,2010,"https://m.media-amazon.com/images/M/MV5BMjA5NjM5MDA0M15BMl5BanBnXkFtZTcwMjg2NzQwMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.1899999999999995
Backcountry,Adventure,92.0,6.0,62.0,R,2014,"https://m.media-amazon.com/images/M/MV5BMzE3NTMwOTk5OF5BMl5BanBnXkFtZTgwODcxNTE1NDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.059999999999999
Valley of the Dolls,Drama,123.0,6.0,49.0,PG-13,1967,"https://m.media-amazon.com/images/M/MV5BOTBiZTg4ODgtYzk0MC00YjA5LTgyNGUtMWYzNGQzYjBlNmY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR1,0,190,281_.jpg",5.669999999999999
Soldier,Action,99.0,6.0,66.0,R,1998,"https://m.media-amazon.com/images/M/MV5BNmY4OTBjNjUtNWZkNy00ZGFjLWFlMjktOGE3NWY1NWU3NjZmXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,0,190,281_.jpg",6.179999999999999
13,Crime,91.0,6.0,29.0,R,2010,"https://m.media-amazon.com/images/M/MV5BOWE4YWZjYWItY2U0NS00N2ZlLWFkOGEtY2M2N2E0NDA5MjBlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UY281_CR3,0,190,281_.jpg",5.069999999999999
Come Undone,Drama,126.0,6.0,61.0,Unrated,2010,"https://m.media-amazon.com/images/M/MV5BMmQxNmQ5MWItOTNiNi00OWE3LWE5NmQtMTU3NjFiZGE2MmZmL2ltYWdlXkEyXkFqcGdeQXVyMjIyMDk1Nzg@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.029999999999999
Hope Floats,Drama,114.0,6.0,43.0,PG-13,1998,"https://m.media-amazon.com/images/M/MV5BNjFkMjViY2YtZDY2Ny00NjQ3LTlmZmItYjM0NTY5YmFiMDFjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",5.489999999999999
The Handmaid's Tale,Drama,108.0,6.0,53.0,R,1990,"https://m.media-amazon.com/images/M/MV5BNWZkYTliZWUtNWZiMi00MTU4LWJjYWUtYzA3NmJiMDBhN2I3XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UX190_CR0,7,190,281_.jpg",5.789999999999999
First Knight,Action,134.0,6.0,57.0,PG-13,1995,"https://m.media-amazon.com/images/M/MV5BNzQ1MDU2ZWUtMmYzOS00ZWExLTk4M2QtNzE5MTFkZTNmZTJhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,1,190,281_.jpg",5.909999999999999
The Treacherous,Crime,133.0,6.0,66.0,Not Rated,2015,"https://m.media-amazon.com/images/M/MV5BNWY5OWUxNGItMDU5Mi00MjZjLWFlZTctOTU4ODY4YzljYzc0XkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.179999999999999
Made in Italy,Comedy,94.0,6.0,44.0,R,2020,"https://m.media-amazon.com/images/M/MV5BYjIxNTk0MDEtNGE2Yy00MmRmLThmMjktZjU2ODI5OGQ3MTYwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg",5.52
The Signal,Drama,97.0,6.0,54.0,PG-13,2014,"https://m.media-amazon.com/images/M/MV5BNzA4Mjg0ZGEtZjQ5OC00NWQwLTljZmQtNDJmYmEwMDBiNDJiXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX190_CR0,2,190,281_.jpg",5.819999999999999
Class,Comedy,98.0,6.0,33.0,R,1983,"https://m.media-amazon.com/images/M/MV5BMTczNWE4ODgtZTE5MC00NWMyLTkwY2EtNzhjODM3OTFhYTNmXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,2,190,281_.jpg",5.1899999999999995
Mr. Malcolm's List,Comedy,117.0,6.0,65.0,PG,2022,"https://m.media-amazon.com/images/M/MV5BODYyNWIxZjAtMGE2MC00MDhhLWI4ZDctOTY0NGNmODQyZjhlXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX190_CR0,0,190,281_.jpg",6.1499999999999995
G.I. Jane,Action,125.0,6.0,62.0,R,1997,"https://m.media-amazon.com/images/M/MV5BODBkMWRmZWItZGQ3NC00ODA4LTlkYjAtODA3MzQ5Yjk4MGIzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.059999999999999
My Oni Girl,Animation,112.0,6.0,66.0,TV-PG,2024,"https://m.media-amazon.com/images/M/MV5BOGJiYjFlNmYtYmUyYi00NGFhLTgyZDktYmUwNTBkNjI3NGFiXkEyXkFqcGdeQXVyMDc5ODIzMw@@._V1_QL75_UY281_CR18,0,190,281_.jpg",6.179999999999999
Greta,Drama,98.0,6.0,54.0,R,2018,"https://m.media-amazon.com/images/M/MV5BOTg0OTVjYjUtOWUzYS00YjJjLWI3NWItMmVjNTBlMTE2ODJlXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.819999999999999
Breathless,Action,100.0,6.0,52.0,R,1983,"https://m.media-amazon.com/images/M/MV5BZjYzZDc4ZjctOTkzZi00NmU5LTg3NjYtZTE2ZjYzMDIyZmFkXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,4,190,281_.jpg",5.76
Those Who Wish Me Dead,Action,100.0,6.0,59.0,R,2021,"https://m.media-amazon.com/images/M/MV5BMDAxMmQ0NTAtNDllNC00ZjE2LTlkNjUtMmExNmY0MmNkMDQ0XkEyXkFqcGdeQXVyNzYyOTM1ODI@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.969999999999999
Original Sin,Drama,116.0,6.0,33.0,R,2001,"https://m.media-amazon.com/images/M/MV5BODg3Mjg0MDY4M15BMl5BanBnXkFtZTcwNjY5MDQ2NA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",5.1899999999999995
Never Been Kissed,Comedy,107.0,6.0,60.0,PG-13,1999,"https://m.media-amazon.com/images/M/MV5BODI0NGU1YjktMTI5ZS00NjkwLWE4ODUtNDYyOGI1NjczMTdkXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,0,190,281_.jpg",5.999999999999999
The Gambler,Crime,111.0,6.0,55.0,R,2014,"https://m.media-amazon.com/images/M/MV5BMjA5MjIzODE3N15BMl5BanBnXkFtZTgwNzUwNzYwMzE@._V1_QL75_UX190_CR0,8,190,281_.jpg",5.85
See You on Venus,Drama,116.3,6.0,66.0,R,2023,"https://m.media-amazon.com/images/M/MV5BZmZkYzMzNzctZDk5Yi00ZDY5LWIyN2UtNzgzZTZkNTNlNzg0XkEyXkFqcGdeQXVyMDc5ODIzMw@@._V1_QL75_UY281_CR1,0,190,281_.jpg",6.179999999999999
The Lodge,Drama,108.0,6.0,64.0,R,2019,"https://m.media-amazon.com/images/M/MV5BNDQ2YWVmZjEtMTE1ZS00MDk1LTg5ODUtMDVlODk0OTM2ODMwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.119999999999999
Free Willy,Adventure,112.0,6.0,79.0,PG,1993,"https://m.media-amazon.com/images/M/MV5BMjZmZjM1NWEtYTllYy00NmIyLWEzN2EtZmQ5Yjk1ODAyZmE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.569999999999999
